Date,Close,vol_20d,10Y_Treasury,Chooser_Price
2018-09-14,113.5,0.0984779882052092,2.99,32.10501990901634
2018-09-17,113.84,0.0992139250244169,2.99,31.769197528518248
2018-09-18,114.3,0.0976972533230245,3.05,31.22227431172124
2018-09-19,117.62,0.142452628781086,3.08,28.470126527548906
2018-09-20,118.63,0.1442353779521716,3.07,27.621382410140782
2018-09-21,117.85,0.147066156182746,3.07,28.38036224362058
2018-09-24,116.72,0.138617834044997,3.08,29.216758894601707
2018-09-25,116.39,0.1378389232248917,3.1,29.48085434308645
2018-09-26,115.02,0.1438038187347377,3.06,30.904585185520578
2018-09-27,114.52,0.1435712147220035,3.06,31.36672329679328
2018-09-28,112.84,0.1515712753788684,3.05,33.069599354641994
2018-10-01,113.5,0.1525796282515876,3.09,32.41544344889412
2018-10-02,113.97,0.1533930935861734,3.05,32.04971841376153
2018-10-03,115.04,0.1562949502459468,3.15,30.993041635481582
2018-10-04,115.27,0.1554742794451229,3.19,30.71474716425084
2018-10-05,114.62,0.1569019200795845,3.23,31.277015465048816
2018-10-08,115.32,0.1568268254824324,3.215,30.665028378986527
2018-10-09,114.52,0.1576330059566608,3.21,31.40924260398308
2018-10-10,111.47,0.1797155978887813,3.22,34.597239932450044
2018-10-11,108.13,0.2065318329703306,3.14,38.257512809731864
2018-10-12,106.95,0.2085405053896931,3.15,39.334438550973076
2018-10-15,106.34,0.2075706216444876,3.16,39.84772704179845
2018-10-16,108.62,0.2242719006588956,3.16,38.25493790094069
2018-10-17,109.83,0.1984368167972287,3.19,36.50903336542855
2018-10-18,108.09,0.1978994651274315,3.17,38.06985970833928
2018-10-19,107.91,0.1980061532087633,3.2,38.19323308847824
2018-10-22,106.36,0.2004018902928661,3.2,39.6413762992981
2018-10-23,105.25,0.2013469177831573,3.17,40.71426493829594
2018-10-24,103.29,0.2058479250663948,3.1,42.691529628896255
2018-10-25,104.86,0.2183419472256005,3.14,41.41510352233642
2018-10-26,103.42,0.2177764744961129,3.08,42.788125696760495
2018-10-29,104.85,0.2244277446395291,3.08,41.629024266563604
2018-10-30,106.7,0.2356508332872066,3.12,40.241468631938346
2018-10-31,109.02,0.2481437368389725,3.15,38.690339471590576
2018-11-01,108.98,0.2477079252702819,3.14,38.71935063922135
2018-11-02,108.38,0.2476872932845048,3.22,39.0952443098887
2018-11-05,109.09,0.2479010566483907,3.2,38.5643872574391
2018-11-06,109.6,0.2486675005047745,3.22,38.167431414717655
2018-11-07,111.48,0.2397301144075303,3.22,36.383186525847606
2018-11-08,112.38,0.2129647271711497,3.24,34.69591106686594
2018-11-09,111.29,0.2120291909532014,3.19,35.62530245233853
2018-11-12,108.95,0.2260009203541939,3.1525,38.03713383824338
2018-11-13,109.59,0.2140489253371803,3.14,37.17758708846297
2018-11-14,107.33,0.2226881210996285,3.12,39.36533316560984
2018-11-15,110.07,0.2343713506344542,3.11,37.43546550965054
2018-11-16,109.99,0.2342528369543957,3.08,37.53359020527466
2018-11-19,110.83,0.2279755138099263,3.06,36.67382382760462
2018-11-20,108.45,0.2391562862515298,3.06,38.965541790638646
2018-11-21,107.64,0.229735175445419,3.06,39.3636365638355
2018-11-22,107.145,0.2255462466119296,3.055,39.6823527584019
2018-11-23,106.65,0.2198045627940857,3.05,39.98024592247234
2018-11-26,109.26,0.230621452498927,3.07,38.02432831764598
2018-11-27,109.72,0.2234795183321321,3.06,37.4406065338094
2018-11-28,110.94,0.2136766704545098,3.06,36.133042829236025
2018-11-29,110.06,0.2159745513764494,3.03,36.97633014977124
2018-11-30,111.19,0.2173316038804421,3.01,36.10098150255785
2018-12-03,112.24,0.2184855810988613,2.98,35.3204333367274
2018-12-04,107.23,0.2724701799088798,2.91,41.24713575828784
2018-12-05,106.21,0.2653171101566967,2.89,41.82761042849131
2018-12-06,105.19,0.2635782933212199,2.87,42.62293263025319
2018-12-07,103.29,0.2679620729765227,2.85,44.34363509107196
2018-12-10,101.36,0.2660635334679445,2.85,45.9266924900238
2018-12-11,100.37,0.2645668457811201,2.89,46.694192044246584
2018-12-12,101.02,0.2597700484309402,2.91,45.99389092503292
2018-12-13,101.12,0.2378335467428124,2.91,45.46128999527354
2018-12-14,100.29,0.23789894211,2.89,46.24259122385821
2018-12-17,99.01,0.235102031207407,2.86,47.414610945805194
2018-12-18,98.54,0.2274165897622464,2.82,47.80407893304279
2018-12-19,97.29,0.2290128019777167,2.77,49.068626343502665
2018-12-20,96.45,0.2293801890309822,2.79,49.838641298904896
2018-12-21,94.17,0.2385555242128792,2.79,52.09598034377712
2018-12-24,92.14,0.215132127509701,2.74,53.95656770045779
2018-12-25,94.05,0.2350409359741418,2.7750000000000004,52.19841480429705
2018-12-26,95.96,0.2467060021707748,2.81,50.47459538359033
2018-12-27,97.04,0.2551164144687723,2.77,49.65360680326566
2018-12-28,96.83,0.2482284993839628,2.72,49.813275669968164
2018-12-31,97.62,0.2471549454228035,2.69,49.1105161483085
2019-01-01,98.465,0.2084127125225946,2.675,47.87732974418281
2019-01-02,99.31,0.2121278361473426,2.66,47.12787424190426
2019-01-03,97.11,0.2215660676661991,2.56,49.458117288326456
2019-01-04,100.69,0.2578077975657744,2.67,46.56298511898806
2019-01-07,100.76,0.2493637085489484,2.7,46.28793943111369
2019-01-08,100.57,0.2469020162269593,2.73,46.36955327343712
2019-01-09,100.4,0.2458543972703812,2.74,46.48902999025347
2019-01-10,100.39,0.2458152064594764,2.74,46.49730481136583
2019-01-11,99.91,0.2446417554475171,2.71,46.95073332751749
2019-01-14,100.94,0.2424729459068761,2.71,45.9818379929942
2019-01-15,101.68,0.242416098521006,2.72,45.30361237665534
2019-01-16,102.5,0.2372418244684268,2.73,44.45592903519703
2019-01-17,102.92,0.2334360842165944,2.75,43.9784793676011
2019-01-18,104.59,0.2144108938009309,2.79,42.061992611563596
2019-01-21,103.3525,0.2005575793638714,2.7525000000000004,43.0451921886246
2019-01-22,102.94,0.1953342596520925,2.74,43.3886267078337
2019-01-23,102.68,0.1876405639572146,2.76,43.52838063777457
2019-01-24,102.74,0.1855698152090834,2.72,43.508481889543795
2019-01-25,103.39,0.1849294933662322,2.76,42.822960856321885
2019-01-28,103.88,0.1841461406571388,2.75,42.36110383683962
2019-01-29,104.17,0.183004489819805,2.72,42.11519115374588
2019-01-30,104.41,0.1817640771636818,2.7,41.90183616442718
2019-01-31,103.5,0.1627925966778102,2.63,42.73485386445583
2019-02-01,103.88,0.1038151245122813,2.7,42.12594995068596
2019-02-04,104.25,0.1039892480375545,2.73,41.71246885474923
2019-02-05,103.79,0.1055280859732593,2.71,42.20171697910828
2019-02-06,103.74,0.1051149716728207,2.7,42.26616753341551
2019-02-07,102.38,0.1174247561476593,2.65,43.70220637018777
2019-02-08,101.36,0.1221580008961989,2.63,44.752258381784124
2019-02-11,100.88,0.1181487723489101,2.65,45.200606366852966
2019-02-12,102.6,0.1305379711532522,2.68,43.45024229763734
2019-02-13,103.09,0.128510734040845,2.71,42.91603758544663
2019-02-14,102.42,0.1298749168379842,2.66,43.65782506257471
2019-02-15,105.55,0.1603330764647874,2.66,40.67834688635679
2019-02-18,105.2725,0.1541498300535494,2.6525,40.92123536741626
2019-02-19,105.18,0.1532156160596198,2.65,41.010293827144565
2019-02-20,105.69,0.1531239434874146,2.65,40.510828590675494
2019-02-21,105.47,0.1536245353612547,2.69,40.671218118083786
2019-02-22,105.0,0.1537654113792892,2.65,41.189467771710724
2019-02-25,106.1,0.1570202987678395,2.67,40.106672612222944
2019-02-26,105.29,0.15986939464484,2.64,40.95673012203255
2019-02-27,105.16,0.1598574999047921,2.69,41.01149057733945
2019-02-28,104.36,0.1590652830832101,2.73,41.72952883810082
2019-03-01,104.43,0.1586180098526139,2.76,41.61547306738459
2019-03-04,104.19,0.1583888726364486,2.72,41.906330887709366
2019-03-05,104.11,0.1575629136898327,2.72,41.98020049310617
2019-03-06,103.72,0.1581751740182459,2.69,42.40859733546011
2019-03-07,102.97,0.1529860401808812,2.64,43.195288698010366
2019-03-08,103.01,0.1480820950577708,2.62,43.16788518884424
2019-03-11,104.35,0.1525354716802846,2.64,41.83540711342125
2019-03-12,104.04,0.1420721717569934,2.61,42.14559526321397
2019-03-13,104.39,0.1416272597875992,2.61,41.798055559743894
2019-03-14,105.34,0.1419869911279412,2.63,40.83188863958287
2019-03-15,106.55,0.1000633105497302,2.59,39.617572568856026
2019-03-18,107.19,0.1011816077313757,2.6,38.96412487691836
2019-03-19,106.8,0.1023010896159345,2.61,39.33953018990583
2019-03-20,104.52,0.1276252455012332,2.54,41.73908702720926
2019-03-21,102.87,0.13863772702685,2.54,43.39875036807053
2019-03-22,99.76,0.1726584144926137,2.44,46.723439246490486
2019-03-25,98.93,0.1667116140067989,2.43,47.533610351610896
2019-03-26,99.92,0.1724851174325588,2.41,46.608919433786504
2019-03-27,99.58,0.172436273759923,2.39,46.97183476052908
2019-03-28,100.71,0.1782602508962888,2.39,45.893251990790795
2019-03-29,101.23,0.1797657088179876,2.41,45.36679795111476
2019-04-01,104.64,0.2187750925522387,2.49,42.50727949550754
2019-04-02,105.14,0.2192992702475074,2.48,42.08009230166913
2019-04-03,105.35,0.2187424542110099,2.52,41.82601902135318
2019-04-04,105.56,0.2166520463088555,2.51,41.61015373681915
2019-04-05,105.31,0.2170318489380972,2.5,41.85609511288524
2019-04-08,105.65,0.2127037900031311,2.52,41.440001719032374
2019-04-09,104.87,0.2142856347255959,2.51,42.189747410026676
2019-04-10,105.34,0.2145214656233505,2.48,41.80904378414621
2019-04-11,106.23,0.2141887733486071,2.51,40.9601656217055
2019-04-12,111.21,0.2682686411938427,2.56,38.5312891497945
2019-04-15,109.94,0.2721587163316474,2.55,39.632320200311085
2019-04-16,111.1,0.2733290350683705,2.6,38.78090624001824
2019-04-17,114.3,0.2741998844806538,2.59,36.64068026466263
2019-04-18,113.46,0.2674224242565738,2.57,36.89583582335369
2019-04-19,113.495,0.2338552515964878,2.575,35.402506236046364
2019-04-22,113.6,0.2282832628522952,2.59,35.08634140196769
2019-04-23,113.74,0.2288915197563225,2.57,35.026835011464925
2019-04-24,113.55,0.2279687185504438,2.53,35.1864531477071
2019-04-25,113.61,0.2282663689875239,2.54,35.13928565507794
2019-04-26,114.47,0.2282895313687687,2.51,34.52023928690359
2019-04-29,116.12,0.2068239256184192,2.54,32.3736043379804
2019-04-30,116.05,0.207882408192619,2.51,32.50545584969632
2019-05-01,115.16,0.2125315431691148,2.52,33.363321676714214
2019-05-02,115.41,0.2125042041983144,2.55,33.13070692128194
2019-05-03,116.12,0.2109697078309043,2.54,32.535073007323774
2019-05-06,115.09,0.2165979638547535,2.51,33.584996138069805
2019-05-07,113.21,0.2252034461203797,2.45,35.44700184310841
2019-05-08,112.61,0.2275485424018854,2.49,35.954352500526014
2019-05-09,112.52,0.227215361347469,2.45,36.063614952580345
2019-05-10,112.51,0.157237252699797,2.47,34.26753728101767
2019-05-13,109.45,0.1813899107026546,2.4,37.5832510339777
2019-05-14,110.32,0.1795776401448384,2.42,36.725316372169814
2019-05-15,109.9,0.143107800433886,2.37,36.745914283903815
2019-05-16,111.31,0.1506832285137034,2.4,35.41464727048786
2019-05-17,110.77,0.1512405542308014,2.39,35.95052111914172
2019-05-20,111.35,0.1527991026200599,2.41,35.38637074252554
2019-05-21,111.73,0.1534079332556849,2.43,35.00506224810254
2019-05-22,110.82,0.1555751756925553,2.39,35.95054031152457
2019-05-23,108.64,0.1686261361750432,2.31,38.28540832103247
2019-05-24,109.71,0.1705570940731717,2.32,37.28786899834064
2019-05-27,108.8175,0.1601208548295618,2.275,38.073042634826216
2019-05-28,108.52,0.159841959421217,2.26,38.37691262968409
2019-05-29,108.22,0.1590098997511914,2.25,38.67182850452793
2019-05-30,107.06,0.1599711747626536,2.22,39.84225723702226
2019-05-31,105.96,0.1571560793727703,2.14,41.00605382723189
2019-06-03,106.46,0.1595523345447932,2.07,40.636316169979295
2019-06-04,109.74,0.1945192070809432,2.12,37.94582248848737
2019-06-05,110.13,0.1947543536750449,2.12,37.60089394537531
2019-06-06,110.37,0.1950901636681766,2.12,37.39370680784108
2019-06-07,109.16,0.1982884356114683,2.09,38.5842752734128
2019-06-10,110.34,0.1776155283557094,2.15,37.0468395463673
2019-06-11,110.68,0.1757253757898413,2.15,36.70192133487893
2019-06-12,109.27,0.1812155918603847,2.13,38.12157862141629
2019-06-13,109.54,0.1749390521403164,2.1,37.81732812219309
2019-06-14,109.82,0.1746079577682506,2.09,37.565305655656466
2019-06-17,109.22,0.1741789661003429,2.09,38.119933036422765
2019-06-18,110.71,0.1811886861479246,2.06,36.89372165020991
2019-06-19,109.91,0.1806964089107779,2.03,37.66102829327811
2019-06-20,110.19,0.1657839062788889,2.01,37.20853358738355
2019-06-21,109.44,0.1642071154732479,2.07,37.81431608366296
2019-06-24,108.66,0.1635885883143321,2.02,38.62198232154158
2019-06-25,107.76,0.1659767275636979,2.0,39.53589631717115
2019-06-26,108.48,0.1674961948117029,2.05,38.79270028971696
2019-06-27,108.84,0.1627337721416269,2.01,38.45535332283751
2019-06-28,111.8,0.181911028241688,2.0,36.000418283769015
2019-07-01,113.68,0.1885945616097737,2.03,34.45056609057963
2019-07-02,113.8,0.1582778683901318,1.98,33.76655898078322
2019-07-03,112.82,0.1623935349431042,1.96,34.769345464832874
2019-07-04,113.155,0.1624772595189384,2.0,34.40491888948639
2019-07-05,113.49,0.1559284736202258,2.04,33.93346960131737
2019-07-08,112.87,0.1544154477269152,2.05,34.47759138953715
2019-07-09,113.35,0.154662637173975,2.07,34.00316992338737
2019-07-10,113.02,0.1466076304364526,2.07,34.207474369794454
2019-07-11,114.1,0.1492171198573204,2.13,33.137613399004564
2019-07-12,115.3,0.1521979435827331,2.12,32.084058080219464
2019-07-15,113.9,0.1585361734575817,2.09,33.52568405583426
2019-07-16,115.12,0.1560391768346019,2.13,32.304843340931235
2019-07-17,113.99,0.1583242569083004,2.06,33.48062069629985
2019-07-18,114.67,0.1589814349387049,2.04,32.89500512313292
2019-07-19,113.54,0.1615782976625517,2.05,33.9650860379678
2019-07-22,114.27,0.1586843247525518,2.05,33.24276519345006
2019-07-23,116.36,0.1625721942032679,2.08,31.39135987120041
2019-07-24,116.83,0.1622419539422175,2.05,31.00783036867601
2019-07-25,115.71,0.1690365091937381,2.08,32.11958159067913
2019-07-26,116.22,0.1433951310766845,2.08,31.13982083251662
2019-07-29,115.85,0.1331575507016407,2.06,31.371218465297513
2019-07-30,115.59,0.1336467562067518,2.06,31.624358078810012
2019-07-31,116.0,0.1291668529801418,2.02,31.23901267263989
2019-08-01,112.94,0.1622730285812915,1.9,34.73978732408618
2019-08-02,112.93,0.1618844252239793,1.86,34.79868169583585
2019-08-05,109.57,0.1924399708657417,1.75,38.56723167946848
2019-08-06,110.43,0.1942588050035046,1.73,37.85423346194546
2019-08-07,108.03,0.2074571489447982,1.71,40.30446455455359
2019-08-08,109.86,0.2145293445743648,1.72,38.83543398601065
2019-08-09,109.74,0.2095867956980478,1.74,38.792416347030844
2019-08-12,107.68,0.2149331851854955,1.65,40.85376755926269
2019-08-13,109.34,0.2194332959066672,1.68,39.4625228941173
2019-08-14,104.8,0.2588172013497647,1.59,44.487522192227814
2019-08-15,105.2,0.2578231007618836,1.52,44.215985763298924
2019-08-16,107.72,0.2752823939040257,1.55,42.67175363250152
2019-08-19,108.69,0.2765372318211737,1.6,41.90655032896551
2019-08-20,107.31,0.2675855481650765,1.55,42.73284530947869
2019-08-21,107.61,0.2671319819587214,1.59,42.42706398168167
2019-08-22,108.72,0.2708926616517377,1.62,41.649570787730234
2019-08-23,106.02,0.280060101449375,1.52,44.21178736453661
2019-08-26,106.87,0.2835237264016936,1.54,43.637452773036514
2019-08-27,105.74,0.2844292632987331,1.49,44.617743047622504
2019-08-28,106.8,0.287706788301892,1.47,43.92963831836116
2019-08-29,109.22,0.2896882851734844,1.5,42.15162313980821
2019-08-30,109.86,0.2908435583926014,1.5,41.73618276088921
2019-09-02,108.885,0.272540077592722,1.4775,41.76172603283533
2019-09-03,108.56,0.2710199765450853,1.47,41.96718670421531
2019-09-04,109.87,0.2626805026702005,1.47,40.648270807160976
2019-09-05,112.37,0.2681215994703575,1.57,38.869591807084355
2019-09-06,112.61,0.2679897189947569,1.55,38.71481666789929
2019-09-09,115.4,0.2690335013899247,1.63,36.735535477970444
2019-09-10,116.87,0.2676386731014142,1.72,35.60235009412469
2019-09-11,117.19,0.2085387280471804,1.75,32.58198770986673
2019-09-12,117.91,0.2084258512279894,1.79,31.978281993409713
2019-09-13,120.23,0.2039896090642699,1.9,29.936729865665836
2019-09-16,119.16,0.2098277703643949,1.84,31.049733277043366
2019-09-17,118.57,0.2030049622490166,1.81,31.22924661281473
2019-09-18,119.76,0.2035510105308852,1.8,30.376373378577895
2019-09-19,119.38,0.2048938107343339,1.79,30.727675215395987
2019-09-20,118.9,0.1763428773038378,1.74,30.0533246162609
2019-09-23,118.88,0.1773730578539056,1.72,30.129919513218
2019-09-24,117.33,0.1805048375095204,1.64,31.620699111975213
2019-09-25,118.0,0.1796467562955195,1.73,30.91815748271576
2019-09-26,117.03,0.1728326166322088,1.7,31.573590308983654
2019-09-27,117.72,0.1728391757786108,1.69,30.996242949857947
2019-09-30,117.69,0.1672605832904176,1.68,30.878400381838333
2019-10-01,115.55,0.1835257606302643,1.65,33.20660516726491
2019-10-02,113.25,0.1975631792530877,1.6,35.63021532758191
2019-10-03,112.19,0.1843806892497851,1.54,36.329930416950006
2019-10-04,114.62,0.199784000638181,1.52,34.637065026467354
2019-10-07,114.37,0.1789968139385731,1.56,34.240085722381316
2019-10-08,111.82,0.1879005534116521,1.54,36.73552655131435
2019-10-09,112.63,0.1901194101435344,1.59,35.99648508863914
2019-10-10,114.21,0.1965043366147774,1.67,34.688913541914005
2019-10-11,116.14,0.1927422641625435,1.76,32.84150827439698
2019-10-14,116.45,0.1913476594736723,1.7675,32.53084874659737
2019-10-15,119.96,0.2202901801527612,1.77,31.059765536909772
2019-10-16,119.68,0.2176782190666754,1.75,31.14913325565351
2019-10-17,120.35,0.218178784897746,1.76,30.69783523018946
2019-10-18,120.56,0.2175553129749643,1.76,30.522782637271206
2019-10-21,123.55,0.2335726862997179,1.8,29.499073461020007
2019-10-22,124.79,0.2281255362422801,1.78,28.47402900602439
2019-10-23,125.12,0.2279348356883379,1.77,28.288190842282294
2019-10-24,125.03,0.2245538367778408,1.77,28.12214955257716
2019-10-25,126.03,0.2249865011615237,1.8,27.571774298205362
2019-10-28,126.51,0.224546208029666,1.85,27.241038488454592
2019-10-29,126.43,0.2100174484634309,1.84,26.337519702036264
2019-10-30,125.73,0.1933180102075711,1.78,25.791717093340683
2019-10-31,124.92,0.190640397051195,1.69,26.257960360900945
2019-11-01,127.8,0.1922703773576107,1.73,24.529309581552493
2019-11-04,128.82,0.1902405176453416,1.79,23.762177356479665
2019-11-05,129.1,0.1592069789253231,1.86,21.5815789270728
2019-11-06,129.3,0.1604917217087824,1.81,21.582327688860687
2019-11-07,130.0,0.158368157945002,1.92,20.90660088142366
2019-11-08,130.38,0.1539551663619187,1.94,20.381532034633143
2019-11-11,129.92,0.1571877280054217,1.925,20.878417682745777
2019-11-12,129.16,0.1324241791467752,1.92,20.032420829641715
2019-11-13,128.48,0.13459619528646,1.88,20.683764803934203
2019-11-14,128.6,0.1346903638812558,1.82,20.668727566145794
2019-11-15,129.53,0.1352277867307994,1.84,19.995245479741634
2019-11-18,130.62,0.1116557648824862,1.81,18.104868246337414
2019-11-19,130.58,0.1087755520868625,1.79,18.038735014989594
2019-11-20,129.63,0.1139268391181078,1.73,19.076443302452088
2019-11-21,129.93,0.1135466358127151,1.77,18.773854142962914
2019-11-22,130.79,0.1126741992307229,1.77,18.06560260309723
2019-11-25,131.49,0.1131569291310881,1.76,17.56875760181588
2019-11-26,131.67,0.1127720335801574,1.74,17.439383328900277
2019-11-27,132.06,0.1091596779321266,1.77,16.941249868687077
2019-11-28,131.91,0.1049500895239173,1.775,16.8540556438405
2019-11-29,131.76,0.0731879343885533,1.78,15.912896653946747
2019-12-02,131.47,0.0701587810855437,1.83,16.053117306292542
2019-12-03,129.78,0.0855056989348799,1.72,18.067204544554066
2019-12-04,132.34,0.1099441055383129,1.77,16.77251056359122
2019-12-05,133.06,0.1099577987941756,1.8,16.221472598072296
2019-12-06,135.04,0.1201791575120848,1.84,15.519608152492296
2019-12-09,134.41,0.1209114342994507,1.83,15.950914376112145
2019-12-10,134.5,0.1176634998071176,1.85,15.668531966048
2019-12-11,134.18,0.1157127013511999,1.79,15.807264825516988
2019-12-12,138.02,0.1487216245551623,1.9,16.287895841434
2019-12-13,136.81,0.1542541002052207,1.82,17.252693302800644
2019-12-16,137.34,0.1528909402127777,1.89,16.890690317097082
2019-12-17,138.18,0.1529963469079059,1.89,16.604863425397042
2019-12-18,138.04,0.1490493445095123,1.92,16.295853959787408
2019-12-19,137.35,0.1518528252016582,1.92,16.7799472564555
2019-12-20,137.24,0.1516772412535759,1.92,16.80615347657418
2019-12-23,137.2,0.1515693050482472,1.93,16.805333757867167
2019-12-24,137.58,0.1515525971789572,1.9,16.684140406399514
2019-12-25,138.31,0.1519285128841651,1.9,16.463523832588656
2019-12-26,139.04,0.1516779684590539,1.9,16.211232794838914
2019-12-27,139.14,0.1512009747986824,1.88,16.15078979035553
2019-12-30,138.63,0.1519273025519844,1.9,16.359766241469067
2019-12-31,139.4,0.1405601873181529,1.92,15.111905903024287
2020-01-01,140.245,0.1275599114985692,1.9,13.715296592152768
2020-01-02,141.09,0.1277289654052871,1.88,13.495597082473594
2020-01-03,138.34,0.1426045893955633,1.8,15.720342157028703
2020-01-06,138.23,0.1411309107189605,1.81,15.629567020034827
2020-01-07,135.88,0.1556053137093329,1.83,17.7315251771593
2020-01-08,136.94,0.157245671189472,1.87,17.41567799926539
2020-01-09,137.44,0.1197179289381414,1.85,14.204817842308252
2020-01-10,136.07,0.1209299281954906,1.83,15.00538975089934
2020-01-13,137.2,0.1239164429753121,1.85,14.641536515974039
2020-01-14,138.8,0.1290182837667736,1.82,14.391830878509246
2020-01-15,136.72,0.1399134848474285,1.79,16.1553487572522
2020-01-16,137.25,0.1396274106961447,1.81,15.890844828206035
2020-01-17,138.2,0.1417147727732335,1.84,15.669787577194882
2020-01-20,137.18,0.1443739112980086,1.795,16.315411935435492
2020-01-21,136.84,0.1442559464123854,1.78,16.457181088594986
2020-01-22,136.68,0.14278361545585,1.77,16.415308669444833
2020-01-23,136.54,0.141112202842897,1.74,16.367670347710664
2020-01-24,133.15,0.1644985463724563,1.7,19.772850374290385
2020-01-27,132.03,0.1659362488005313,1.61,20.534500147974533
2020-01-28,134.43,0.1794455378050261,1.65,20.36728183037951
2020-01-29,134.23,0.1770704729113902,1.6,20.303440428237202
2020-01-30,135.89,0.1822979945117606,1.57,20.09046716802505
2020-01-31,132.36,0.1918436992655936,1.51,22.337943474184975
2020-02-03,133.37,0.1949320607996008,1.54,22.113030144490203
2020-02-04,135.29,0.1941373135637553,1.61,21.261709505377432
2020-02-05,137.59,0.20172996043372,1.66,21.183110670219968
2020-02-06,137.61,0.2013441751286765,1.65,21.149339956396084
2020-02-07,137.17,0.1982471974681987,1.59,21.030119966162687
2020-02-10,137.74,0.1966147663930584,1.56,20.74705180594031
2020-02-11,138.0,0.1921130402934902,1.59,20.261074978252566
2020-02-12,138.0,0.184030158431926,1.62,19.528373478331204
2020-02-13,137.88,0.1836562801070086,1.61,19.53546042990552
2020-02-14,137.46,0.1822877433144836,1.59,19.552513380599954
2020-02-17,136.095,0.1838368288381715,1.56,20.152713556989887
